name,lon1,lat1,lon2,lat2,dip,res,other3,other6,rake,rakeSig,rakeTog,other7,other8,other9,locking_depth,locking_depth_sig,locking_depth_flag,dip_sig,dip_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,burial_depth,burial_depth_sig,burial_depth_flag,resolution_override,resolution_other,patch_file_name,patch_flag,patch_slip_file,patch_slip_flag,
"eu_phil_3bbaaaa             ",125.631,23.384,126.188,23.671,155,100,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"eu_phil_3bbaaab             ",126.188,23.671,126.744,23.958,155,100,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"eu_phil_3bbaab              ",126.744,23.958,127.429,24.508,155,100,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"eu_phil_3bbabaa             ",127.429,24.508,127.943,24.951,155,100,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,1,0,0,
"eu_phil_3bbabab             ",127.943,24.951,128.457,25.395,155,100,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"eu_phil_3bbabba             ",128.457,25.395,128.971,25.838,155,100,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"eu_phil_3bbabbb             ",128.971,25.838,129.485,26.281,155,100,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"eu_phil_3bbbaaaa            ",129.485,26.281,130,26.986,155,100,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"eu_phil_3bbbaaab            ",130,26.986,130.515,27.691,155,100,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"eu_phil_3bbbaab             ",130.515,27.691,130.654,28.131,155,100,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"eu_phil_3bbbab              ",130.654,28.131,131.227,28.404,155,100,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"eu_phil_3bbbba              ",131.227,28.404,131.526,28.956,155,100,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"eu_phil_3bbbbb              ",131.526,28.956,131.826,29.509,155,100,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"eu_phil_4a                  ",119.174,16.681,120.449,19.844,25,100,0,0,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"eu_phil_4ba                 ",120.449,19.844,120.705,21.738,25,100,0,0,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"eu_phil_4bb                 ",120.705,21.738,121.449,22.906,25,100,0,0,0,0,0,0,0,0,30,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"eu_phil_5                   ",119.174,16.681,124.987,14.687,90,100,0,0,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"eu_phil_6                   ",124.987,14.687,127.104,4.015,90,100,0,0,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"frontal_thrustaaa           ",71.925,34.581,74.859,32.872,160,100,0,0,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"frontal_thrustaab           ",74.859,32.872,80.96,28.512,160,100,0,0,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"frontal_thrustab            ",80.96,28.512,85.675,26.987,160,100,0,0,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"frontal_thrustba            ",85.675,26.987,93.1,26.872,160,100,0,0,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"frontal_thrustbba           ",93.1,26.872,94.613,27.907,160,100,0,0,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"frontal_thrustbbb           ",94.613,27.907,97.225,28.023,90,100,0,0,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"hidakaaaa                   ",144.65,40.994,144.363,41.22,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hidakaaab                   ",144.363,41.22,143.998,41.537,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hidakaabaa                  ",143.998,41.537,143.858,41.627,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hidakaabab                  ",143.858,41.627,143.653,41.764,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hidakaabba                  ",143.653,41.764,143.313,41.994,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hidakaabbbaab               ",141.941,42.628,141.839,42.696,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hidakaabbbab                ",141.839,42.696,141.769,42.78,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hiraaaa                     ",135.876,35.058,135.918,35.21,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hiraaab                     ",135.918,35.21,136.016,35.279,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hiraaba                     ",136.016,35.279,136.032,35.367,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hiraabb                     ",136.032,35.367,136.025,35.49,45,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hiraba                      ",136.025,35.49,136.05,35.574,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hirabb                      ",136.05,35.574,136.133,35.711,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hokk-sakhalinaaa            ",141.754,42.843,141.769,42.78,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hokk-sakhalinaaba           ",141.754,42.843,141.733,42.941,150,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hokk-sakhalinaabb           ",141.733,42.941,141.74,43.075,30,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hokk-sakhalinaba            ",141.74,43.075,141.8,43.244,30,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hokk-sakhalinabbaa          ",141.8,43.244,141.847,43.538,45,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hokk-sakhalinabbab          ",141.847,43.538,141.91,43.809,45,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hokk-sakhalinabbb           ",141.91,43.809,141.972,44.442,45,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hokk-sakhalinbaaaa          ",141.972,44.442,141.964,44.683,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hokk-sakhalinbaaaba         ",141.964,44.683,141.949,44.866,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hokk-sakhalinbaaabb         ",141.949,44.866,141.925,44.968,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hokk-sakhalinbaab           ",141.925,44.968,141.886,45.166,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hokk-sakhalinbab            ",141.886,45.166,141.846,45.431,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hokk-sakhalinbba            ",141.846,45.431,141.448,46.555,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hokk-sakhalinbbb            ",141.448,46.555,141.276,46.92,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hokk_japseaaa               ",140.706,41.409,140.698,41.453,45,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hokk_japseaaba              ",140.698,41.453,140.497,42.22,45,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,1,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hokk_japseaabba             ",140.497,42.22,140.471,42.292,45,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,1,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"hokk_japseaabbb             ",140.471,42.292,140.401,42.526,45,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,1,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"imp_east2b                  ",139.225,35.028,139.169,34.519,70,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"imp_eastaa                  ",137.803,33.438,138.718,33.705,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"imp_eastab                  ",138.718,33.705,138.98,33.992,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"imp_eastb                   ",138.98,33.992,139.169,34.519,110,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"ishikari                    ",141.941,42.628,142.112,42.462,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"istl_conna                  ",137.85,37.094,137.919,37.329,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"istl_connb                  ",137.919,37.329,138.534,37.923,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"istlaa                      ",138.078,36.015,138.181,35.957,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"istlaba                     ",138.181,35.957,138.288,35.858,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"istlabb                     ",138.288,35.858,138.395,35.76,45,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"istlba                      ",138.395,35.76,138.442,35.653,30,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"istlbb                      ",138.442,35.653,138.484,35.543,30,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"j_back_arc_2aa              ",137.884,36.437,137.934,36.273,135,100,0,0,0,0,0,0,0,0,15,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"j_back_arc_2abaa            ",137.934,36.273,137.99,36.175,90,100,0,0,0,0,0,0,0,0,15,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"j_back_arc_2abab            ",137.99,36.175,138.047,36.078,90,100,0,0,0,0,0,0,0,0,15,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"j_back_arc_2abb             ",138.047,36.078,138.078,36.015,90,100,0,0,0,0,0,0,0,0,15,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"j_back_arc_2baaaaa          ",137.884,36.437,137.843,36.562,135,100,0,0,0,0,0,0,0,0,15,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"j_back_arc_2baaaab          ",137.843,36.562,137.856,36.691,45,100,0,0,0,0,0,0,0,0,15,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"j_back_arc_2baaaba          ",137.856,36.691,137.86,36.883,45,100,0,0,0,0,0,0,0,0,15,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"j_back_arc_2baaabb          ",137.86,36.883,137.85,37.094,90,100,0,0,0,0,0,0,0,0,15,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"j_back_arc_2babaa           ",138.534,37.923,138.534,38.14,90,100,0,0,0,0,0,0,0,0,35,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"j_back_arc_2babab           ",138.534,38.14,138.601,38.461,90,100,0,0,0,0,0,0,0,0,35,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"j_back_arc_2babbaa          ",138.601,38.461,138.872,38.911,90,100,0,0,0,0,0,0,0,0,40,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"j_back_arc_2babbab          ",138.872,38.911,139.149,39.321,90,100,0,0,0,0,0,0,0,0,40,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"j_back_arc_2babbba          ",139.149,39.321,139.6,40.02,90,100,0,0,0,0,0,0,0,0,40,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"j_back_arc_2babbbb          ",139.6,40.02,139.615,40.657,90,100,0,0,0,0,0,0,0,0,40,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"j_back_arc_2bbaaaa          ",139.615,40.657,139.482,41.793,90,100,0,0,0,0,0,0,0,0,35,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"j_back_arc_2bbaaab          ",139.482,41.793,139.415,42.444,90,100,0,0,0,0,0,0,0,0,25,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"j_back_arc_2bbaab           ",139.415,42.444,139.371,43.179,90,100,0,0,0,0,0,0,0,0,25,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"j_back_arc_2bbab            ",139.371,43.179,139.29,43.79,90,100,0,0,0,0,0,0,0,0,25,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"j_back_arc_2bbba            ",139.29,43.79,139.291,43.817,90,100,0,0,0,0,0,0,0,0,25,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"j_back_arc_2bbbbaa          ",139.291,43.817,139.312,44.02,90,100,0,0,0,0,0,0,0,0,25,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"j_back_arc_2bbbbab          ",139.312,44.02,139.347,44.135,90,100,0,0,0,0,0,0,0,0,25,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"j_back_arc_2bbbbb           ",139.347,44.135,139.381,44.299,90,100,0,0,0,0,0,0,0,0,25,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"j_cut_2aabaaa               ",138.974,35.377,139.024,35.354,160,100,0,0,0,0,0,0,0,0,30,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2aabaab               ",139.024,35.354,139.12,35.307,160,100,0,0,0,0,0,0,0,0,30,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2aababa               ",139.12,35.307,139.16,35.27,160,100,0,0,0,0,0,0,0,0,30,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2aababb               ",139.16,35.27,139.194,35.241,160,100,0,0,0,0,0,0,0,0,30,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2aabbaaa              ",139.194,35.241,139.223,35.198,160,100,0,0,0,0,0,0,0,0,30,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2aabbaab              ",139.223,35.198,139.25,35.145,160,100,0,0,0,0,0,0,0,0,30,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2aabbab               ",139.25,35.145,139.322,35.019,160,100,0,0,0,0,0,0,0,0,30,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2aabbb                ",139.322,35.019,139.397,34.903,160,100,0,0,0,0,0,0,0,0,30,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2abaa                 ",139.397,34.903,139.496,34.823,168,100,0,0,0,0,0,0,0,0,30,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2ababaa               ",139.496,34.823,139.562,34.772,168,100,0,0,0,0,0,0,0,0,30,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2ababab               ",139.562,34.772,139.644,34.734,168,100,0,0,0,0,0,0,0,0,30,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2ababba               ",139.644,34.734,139.762,34.694,168,100,0,0,0,0,0,0,0,0,30,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2ababbbaa             ",139.762,34.694,139.867,34.702,168,100,0,0,0,0,0,0,0,0,30,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2ababbbab             ",139.867,34.702,139.986,34.718,168,100,0,0,0,0,0,0,0,0,30,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2ababbbb              ",139.986,34.718,140.058,34.654,168,100,0,0,0,0,0,0,0,0,30,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2abba                 ",140.058,34.654,140.127,34.579,167.5,100,0,0,0,0,0,0,0,0,25,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2abbb                 ",140.127,34.579,140.305,34.46,167.5,100,0,0,0,0,0,0,0,0,25,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2ba                   ",140.305,34.46,140.701,34.324,175,100,0,0,0,0,0,0,0,0,6.5,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2bba                  ",140.701,34.324,140.985,34.268,175,100,0,0,0,0,0,0,0,0,6.5,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2bbbaaa               ",140.985,34.268,141.204,34.289,175,100,0,0,0,0,0,0,0,0,6.5,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2bbbaab               ",141.204,34.289,141.319,34.282,175,100,0,0,0,0,0,0,0,0,6.5,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2bbbaba               ",141.319,34.282,141.527,34.253,175,100,0,0,0,0,0,0,0,0,6.5,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2bbbabb               ",141.527,34.253,141.735,34.205,175,100,0,0,0,0,0,0,0,0,6.5,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2bbbba                ",141.735,34.205,141.82,34.175,175,100,0,0,0,0,0,0,0,0,6.5,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2bbbbba               ",141.82,34.175,141.912,34.157,175,100,0,0,0,0,0,0,0,0,6.5,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"j_cut_2bbbbbb               ",141.912,34.157,142.063,34.129,175,100,0,0,0,0,0,0,0,0,6.5,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,2,1,0,0,
"kanazawaaa                  ",140.706,39.206,140.736,39.388,45,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"kanazawaaba                 ",140.736,39.388,140.826,39.507,45,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"kanazawaabb                 ",140.826,39.507,140.932,39.706,45,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"kanazawabaa                 ",140.932,39.706,140.98,40.037,45,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"kanazawabab                 ",140.98,40.037,140.946,40.339,45,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
